# Species	Genes	Alg.-Conn.	Anoxybacillus_flavithermus_WK1_ASM1904v1_genomic.g2d.faa	Bacillus_amyloliquefaciens_XH7_ASM22164v1_genomic.g2d.faa	Bacillus_anthracis_Ames_ASM83306v1_genomic.g2d.faa	Bacillus_clausii_KSM-K16_ASM982v1_genomic.g2d.faa	Bacillus_licheniformis_DSM_13___ATCC_14580_ASM842v1_genomic.g2d.faa	Bacillus_licheniformis_SCDB_14_ASM207409v1_genomic.g2d.faa	Bacillus_megaterium_DSM_319_ASM2580v1_genomic.g2d.faa	Bacillus_subtilis_subsp_subtilis_str_168_ASM904v1_genomic.g2d.faa	Bacillus_thuringiensis_BMB171_ASM9216v1_genomic.g2d.faa	Clostridioides_difficile_630_ASM920v1_genomic.g2d.faa	Clostridium_acetobutylicum_ATCC_824_ASM876v1_genomic.g2d.faa	Clostridium_beijerinckii_NCIMB_8052_ASM1696v1_genomic.g2d.faa	Clostridium_botulinum_A_str_ATCC_3502_ASM6358v1_genomic.g2d.faa	Clostridium_kluyveri_DSM_555_ASM1650v1_genomic.g2d.faa	Clostridium_novyi_NT_ASM1412v1_genomic.g2d.faa	Clostridium_perfringens_ATCC_13124_ASM1328v1_genomic.g2d.faa	Clostridium_tetani_E88_Massachusetts_substr_E88_ASM762v1_genomic.g2d.faa	Corynebacterium_glutamicum_CP_ASM144786v2_genomic.g2d.faa	Enterococcus_faecalis_V583_ASM778v1_genomic.g2d.faa	Geobacillus_kaustophilus_HTA426_ASM978v1_genomic.g2d.faa	Lactobacillus_acidophilus_NCFM_ASM1198v1_genomic.g2d.faa	Lactobacillus_brevis_ATCC_367_ASM1446v1_genomic.g2d.faa	Lactobacillus_casei_BL23_ASM2648v1_genomic.g2d.faa	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_ASM1440v1_genomic.g2d.faa	Lactobacillus_fermentum_IFO_3956_ASM1014v1_genomic.g2d.faa	Lactobacillus_helveticus_DPC_4571_ASM1538v1_genomic.g2d.faa	Lactobacillus_johnsonii_NCC_533_ASM806v1_genomic.g2d.faa	Lactobacillus_pentosus_BGM48_ASM285001v1_genomic.g2d.faa	Lactobacillus_plantarum_WCFS1_NCIMB8826_ASM20385v3_genomic.g2d.faa	Lactobacillus_reuteri_JCM_1112_ASM1000v1_genomic.g2d.faa	Lactobacillus_rhamnosus_GG_ASM335345v1_genomic.g2d.faa	Lactobacillus_sakei_DS4_ASM295365v1_genomic.g2d.faa	Lactobacillus_salivarius_UCC118_ASM892v1_genomic.g2d.faa	Lactococcus_lactis_subsp_cremoris_MG1363_ASM942v1_genomic.g2d.faa	Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293_ASM1444v1_genomic.g2d.faa	Oenococcus_oeni_PSU-1_ASM1438v1_genomic.g2d.faa	Paenibacillus_polymyxa_SQR-21_SQR21_ASM59798v1_genomic.g2d.faa	Pediococcus_pentosaceus_ATCC_25745_ASM1450v1_genomic.g2d.faa	Staphylococcus_aureus_subsp_aureus_NCTC_8325_ASM1342v1_genomic.g2d.faa	Streptococcus_agalactiae_2603V_R_ASM726v1_genomic.g2d.faa	Streptococcus_anginosus_J4211_ASM141263v1_genomic.g2d.faa	Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_ASM1070v1_genomic.g2d.faa	Streptococcus_equi_subsp_zooepidemicus_MGCS10565_MGCS10565_ATCC_BAA1716_ASM2076v1_genomic.g2d.faa	Streptococcus_gallolyticus_UCN34_ASM2718v1_genomic.g2d.faa	Streptococcus_gordonii_str_Challis_substr_CH1_ASM1700v1_genomic.g2d.faa	Streptococcus_intermedius_JTH08_ASM30680v1_genomic.g2d.faa	Streptococcus_lutetiensis_033_ASM44153v1_genomic.g2d.faa	Streptococcus_mitis_B6_ASM2716v1_genomic.g2d.faa	Streptococcus_mutans_UA159_ASM746v2_genomic.g2d.faa	Streptococcus_pneumoniae_D39_ASM1436v2_genomic.g2d.faa	Streptococcus_pyogenes_HSC5_ASM42204v1_genomic.g2d.faa	Streptococcus_pyogenes_MGAS5005_ASM1176v2_genomic.g2d.faa	Streptococcus_suis_P1_7_ASM9190v1_genomic.g2d.faa	Streptococcus_thermophilus_CNRZ1066_ASM1184v1_genomic.g2d.faa	Streptococcus_uberis_0140J_ASM954v1_genomic.g2d.faa	Tetragenococcus_halophilus_MJ4_ASM171281v1_genomic.g2d.faa
35	35	0.00153	Aflv_0907	BAXH7_02590	BF25_RS03650	*	BLi02645	B14_RS09070	BMD_4478	BSU24700	BMB171_C3908	*	*	*	*	*	*	*	*	*	*	GK2432	*	*	LCABL_11900	*	LAF_0547	*	*	BB562_06250	lp_2246	*	DU507_05165	C0213_07215	LSL_0427	llmg_2405	*	*	*	PEPE_1235	SAOUHSC_01639	*	SanJ4211_0221	SDEG_0137	Sez_0118	GALLO_0090	SGO_1921	SCIM_RS08230	KE3_RS00250	smi_0208	SMU_1983	SPD_1860	L897_00690	M5005_Spy0089	SSU0129	str1862	SUB0121	AC806_RS01075
2	2	1	*	BAXH7_01366	*	*	*	*	*	BSU20310	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02198	*	*	*	*	*	BSU12780	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.559	Aflv_0890	BAXH7_02609	*	*	BLi02665	*	*	BSU24880	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02482	*	*	*	*	*	BSU23740	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02372	*	*	*	*	*	BSU21620	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02367	*	*	*	*	*	BSU26320	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02366	*	*	*	*	*	BSU26300	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02360	*	*	*	*	*	BSU26259	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02345	*	*	*	*	*	BSU11928	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02286	*	*	*	*	*	BSU20570	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02238	*	*	*	*	*	BSU12440	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.691	*	BAXH7_02228	*	*	BLi01445	*	*	BSU12539	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi04306	B14_RS00910	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.884	*	BAXH7_02144	*	*	BLi01424	*	*	BSU13290	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02070	*	*	*	*	*	BSU14009	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02062	*	*	*	*	*	BSU14080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.924	*	BAXH7_02024	*	*	BLi01661	*	*	BSU14460	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01993	*	*	*	*	*	BSU14750	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01746	*	*	*	*	*	BSU17180	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01745	*	*	*	*	*	BSU17190	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01742	*	*	*	*	*	BSU17220	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01738	*	*	*	*	*	BSU17240	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01724	*	*	*	*	*	BSU17350	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01618	B14_RS14220	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01977	B14_RS12430	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01970	B14_RS12470	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01956	B14_RS12545	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01943	B14_RS12615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01932	B14_RS12670	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01931	B14_RS12680	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01883	B14_RS12915	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.858	*	*	*	*	BLi01880	B14_RS12930	*	*	*	*	CA_C0913	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01672	B14_RS13960	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01657	B14_RS14030	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01645	B14_RS14090	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01978	B14_RS12425	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01595	B14_RS14330	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01586	B14_RS14370	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01427	B14_RS14610	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01421	B14_RS14630	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01420	B14_RS14635	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01377	B14_RS14850	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01315	B14_RS15150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01312	B14_RS15165	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01299	B14_RS15220	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01297	B14_RS15230	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	*	*	*	*	BLi02165	B14_RS11485	*	*	*	*	*	*	*	*	*	*	*	*	*	GK1520	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02352	B14_RS10520	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02272	B14_RS10915	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02235	B14_RS11110	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02234	B14_RS11115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02227	B14_RS11155	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02225	B14_RS11170	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02224	B14_RS11180	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02215	B14_RS11230	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02210	B14_RS11255	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02207	B14_RS11270	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01286	B14_RS15290	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02109	B14_RS11780	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02101	B14_RS11820	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.811	*	*	*	*	BLi02084	B14_RS11900	*	*	*	*	*	*	*	*	*	*	*	*	*	GK0758	*	*	*	*	LAF_1643	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02016	B14_RS12235	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02008	B14_RS12270	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02006	B14_RS12275	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi02001	B14_RS12300	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01994	B14_RS12340	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01984	B14_RS12395	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi01983	B14_RS12400	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00756	B14_RS18015	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00930	B14_RS17145	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00924	B14_RS17160	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00923	B14_RS17170	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00866	B14_RS17470	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00863	B14_RS17485	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00859	B14_RS17505	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00836	B14_RS17620	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00835	B14_RS17625	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00806	B14_RS17765	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00805	B14_RS17770	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00764	B14_RS17980	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00947	B14_RS17075	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00738	B14_RS18100	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00734	B14_RS18120	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00676	B14_RS18400	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00674	B14_RS18410	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00669	B14_RS18435	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00668	B14_RS18440	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00626	B14_RS18645	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	BLi00594	B14_RS18820	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
